scaffold,position,start,end,midpoint,sites,chi_rosFst,chi_melFGFst,chi_melPFst,chi_amFst,chi_agFst,chi_timPFst,ros_melFGFst,ros_melPFst,ros_amFst,ros_agFst,ros_timPFst,melFG_melPFst,melFG_amFst,melFG_agFst,melFG_timPFst,melP_amFst,melP_agFst,melP_timPFst,am_agFst,am_timPFst,ag_timPFst
HE671106,70000,20000,120000,72215,17539,0.2583,0.3554,0.2385,0.2979,0.2946,0.2749,0.2813,0.0327,0.2168,0.218,0.2944,0.3076,0.169,0.1659,0.3688,0.189,0.1896,0.3093,0.0083,0.2436,0.2418
HE671106,90000,40000,140000,83369,16587,0.3031,0.3644,0.2523,0.3079,0.3005,0.2755,0.2924,0.0335,0.2329,0.2328,0.3338,0.3082,0.1818,0.1797,0.3944,0.1953,0.1913,0.3298,0.0103,0.265,0.2596
HE671106,110000,60000,160000,93575,13051,0.3145,0.3741,0.2599,0.3189,0.2992,0.2601,0.2947,0.0542,0.2443,0.2404,0.3209,0.2965,0.183,0.1843,0.3362,0.195,0.1871,0.3131,0.0198,0.2111,0.187
HE671106,130000,80000,180000,103373,9055,0.296,0.3674,NA,0.3336,0.2813,0.2392,0.3006,NA,0.2536,0.2347,0.3172,NA,0.1866,0.1555,0.3229,NA,NA,NA,0.0091,0.2155,0.1924
HE671106,150000,100000,200000,113370,6123,0.3106,NA,NA,0.3365,0.2763,0.2421,NA,NA,0.2572,0.2192,0.3125,NA,0.1622,0.1269,NA,NA,NA,NA,0.0072,0.2135,0.1754
HE671106,170000,120000,220000,123370,1829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE671104,50000,0,100000,24077,9276,0.1865,0.3342,0.1664,0.286,0.2808,0.3403,0.269,0.0468,0.234,0.2142,0.3003,0.2564,0.1237,0.1319,0.239,0.1916,0.1899,0.3081,-0.0015,0.1722,0.1596
HE671104,70000,20000,120000,34076,5449,0.1853,0.3674,NA,0.3107,0.3019,0.3623,0.2866,NA,0.2392,0.2208,0.3117,NA,0.1192,0.1411,0.2627,0.2017,0.1843,0.3296,-0.0039,0.1575,0.1477
HE671104,90000,40000,140000,44076,1426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE671102,50000,0,100000,46656,15843,0.3189,0.4495,0.2979,0.387,0.3666,0.4487,0.3624,0.0149,0.2962,0.2719,0.3965,0.3784,0.2567,0.22,0.379,0.2828,0.2529,0.4119,0,0.1775,0.1518
HE671102,70000,20000,120000,55768,12390,0.2877,0.4545,0.2807,0.3864,0.3666,0.4364,0.3678,0.0155,0.3047,0.284,0.4011,0.3911,0.2544,0.2217,0.3795,0.2927,0.2619,0.4106,-0.0015,0.1679,0.1353
HE671102,90000,40000,140000,65773,9170,0.2794,0.4427,0.241,0.3565,0.3263,0.4049,0.3795,0.0434,0.3095,0.2828,0.4071,0.3893,0.2591,0.2113,0.3838,0.284,0.2458,0.401,-0.0034,0.1651,0.1297
HE671102,110000,60000,160000,75768,5862,0.3105,0.4478,0.2549,0.3097,0.3025,0.352,0.4023,0.0588,0.3272,0.3176,0.4179,0.3936,0.2475,0.2283,0.3534,0.258,0.244,0.3666,-0.0047,0.1499,0.118
HE671102,130000,80000,180000,85767,2499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE671100,50000,0,100000,21268,10123,0.2826,0.3661,0.2285,0.2296,0.2432,0.2044,0.2992,0.0269,0.1856,0.1672,0.2708,0.2307,0.0847,0.0634,0.264,0.0663,0.0608,0.1825,-0.0307,0.1194,0.1346
HE671100,70000,20000,120000,31238,4619,NA,0.3936,NA,0.2789,0.2863,0.2418,NA,NA,NA,NA,NA,NA,0.0905,0.0538,0.3058,NA,NA,NA,-0.019,0.1601,0.1809
HE671100,90000,40000,140000,41239,730,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE671098,50000,0,100000,22916,8351,0.1379,0.3149,0.1062,0.2671,0.2708,0.2689,0.2302,-0.0221,0.1937,0.1862,0.2305,0.2619,0.0899,0.0806,0.2477,0.1691,0.1976,0.2055,0.0156,0.1211,0.1469
HE671098,70000,20000,120000,34831,4604,NA,NA,NA,0.2667,0.2761,0.2983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0202,0.1167,0.1553
HE671098,90000,40000,140000,42722,1171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE671096,50000,0,100000,16493,4193,0.1777,NA,NA,0.3813,0.3611,0.4043,NA,NA,NA,NA,0.3024,NA,NA,NA,NA,NA,NA,NA,0.0237,0.2552,0.2329
HE671096,70000,20000,120000,26234,1760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE671094,50000,0,100000,10201,3431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE671094,70000,20000,120000,20169,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE671092,50000,0,100000,42325,10643,0.2735,0.5033,0.238,0.3745,0.3942,0.3147,0.5508,0.0452,0.4216,0.4507,0.3812,0.5423,0.2123,0.2051,0.2569,0.4137,0.4414,0.3589,0.0222,0.0606,0.1039
HE671092,70000,20000,120000,52238,8144,0.239,0.4654,0.2318,0.3711,0.4016,0.3091,0.4905,0.0236,0.4058,0.449,0.3597,0.4878,0.2287,0.2116,0.2631,0.4113,0.4555,0.3589,0.0377,0.0803,0.1252
HE671092,90000,40000,140000,62280,5386,0.2476,0.4541,NA,0.3807,0.4453,0.3309,0.4666,NA,0.4163,0.4897,0.3754,NA,0.1878,0.258,0.2364,NA,NA,NA,0.0337,0.1148,0.1659
HE671092,110000,60000,160000,72232,2710,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE671092,130000,80000,180000,82228,705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE671090,50000,0,100000,17652,6399,0.1496,0.3697,NA,0.3301,0.3523,0.403,NA,NA,0.222,0.2554,0.3089,NA,0.12,0.1557,0.2312,NA,NA,NA,0.0228,0.1128,0.1421
HE671090,70000,20000,120000,27466,2456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE671084,50000,0,100000,22152,6542,0.2441,0.503,0.2122,0.412,0.4097,0.3577,0.4318,NA,0.3192,0.3244,0.3485,NA,0.2054,0.1467,0.5721,0.2152,0.1945,0.3841,-0.0039,0.4802,0.468
HE671084,70000,20000,120000,32149,3627,NA,NA,NA,NA,NA,0.3909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0082,0.4158,0.411
HE671084,90000,40000,140000,42155,884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE671082,50000,0,100000,30580,10341,0.3532,0.4873,0.3317,0.4402,0.4373,0.3969,0.2833,0.0322,0.2551,0.2522,0.4309,0.2675,0.1982,0.2059,0.5221,0.1865,0.1857,0.4495,-0.0093,0.4258,0.4308
HE671082,70000,20000,120000,40580,6504,0.3526,0.4849,NA,0.4176,0.4243,0.3667,0.2695,NA,0.2663,0.2681,0.4283,NA,0.2421,0.2549,0.5694,NA,NA,NA,-0.0123,0.435,0.455
HE671082,90000,40000,140000,50578,3617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0149,0.444,0.4446
HE671082,110000,60000,160000,60604,188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE671080,50000,0,100000,21965,7601,0.346,0.5163,0.3131,0.4246,0.4157,0.3828,0.3533,NA,0.3003,0.2795,0.5762,NA,0.3676,0.3531,0.7478,0.2723,0.2511,0.6316,0.0061,0.6356,0.6325
HE671080,70000,20000,120000,31992,4088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0098,0.6778,0.6965
HE671080,90000,40000,140000,41967,587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE671078,50000,0,100000,22871,8524,0.1599,0.2482,0.1776,0.1953,0.2038,0.2337,0.2227,-0.025,0.1956,0.1905,0.2632,0.1627,0.0224,0.0324,0.1146,0.0932,0.0964,0.2,-0.0308,0.0476,0.0384
HE671078,70000,20000,120000,32073,4232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0266,0.0277,0.0338
HE671078,90000,40000,140000,42208,522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE671076,50000,0,100000,46342,18864,0.2041,0.3505,0.161,0.2831,0.2925,0.367,0.2293,0.0149,0.1821,0.1787,0.3592,0.2191,0.1068,0.119,0.373,0.1425,0.1504,0.3745,-0.006,0.2388,0.2464
HE671076,70000,20000,120000,56352,15114,0.2019,0.3453,0.1565,0.277,0.291,0.3776,0.2299,0.0142,0.1832,0.1843,0.3721,0.2113,0.1086,0.1258,0.3899,0.1491,0.158,0.388,-0.0035,0.2493,0.2634
HE671076,90000,40000,140000,66340,10945,0.2009,0.3367,0.1397,0.2696,0.2856,0.381,0.2424,0.0142,0.1865,0.1919,0.412,0.2099,0.1033,0.1248,0.4257,0.1471,0.1691,0.422,0.0044,0.2645,0.29
HE671076,110000,60000,160000,76344,6833,0.1875,0.3263,0.1558,0.2421,0.2638,0.4014,0.265,0.0123,0.1736,0.1903,0.4563,0.2091,0.1115,0.1479,0.4809,0.1181,0.1529,0.4809,-0.0011,0.2823,0.3311
HE671076,130000,80000,180000,86345,2942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE671076,150000,100000,200000,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE671074,50000,0,100000,36502,13784,0.1586,0.3615,0.1638,0.3394,0.3148,0.2551,0.2337,0.0126,0.1931,0.1776,0.2327,0.2315,0.1356,0.0968,0.3237,0.1921,0.1667,0.2503,0.0036,0.2313,0.2339
HE671074,70000,20000,120000,46469,9563,0.1671,0.3611,0.1786,0.3552,0.3167,0.2627,0.2305,-0.0055,0.2106,0.1827,0.2478,0.2133,0.1536,0.102,0.3378,0.2047,0.1671,0.274,0.0102,0.2573,0.2526
HE671074,90000,40000,140000,56473,5608,0.2098,0.3358,NA,0.3325,0.3246,0.2611,0.2042,NA,0.1874,0.1725,0.2219,NA,0.1276,0.1142,0.2867,NA,NA,NA,0.0034,0.2062,0.23
HE671074,110000,60000,160000,66475,1941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE671072,50000,0,100000,22960,7921,0.3473,0.4532,0.2109,0.3732,0.4073,0.2713,0.312,0.0803,0.2117,0.2224,0.3296,0.3365,0.2134,0.1966,0.3868,0.2121,0.2245,0.2533,0.0221,0.1956,0.2406
HE671072,70000,20000,120000,32051,4768,NA,0.4733,NA,0.3896,0.4384,0.2472,NA,NA,0.1778,NA,NA,NA,0.1863,0.2029,0.3856,NA,NA,NA,0.0217,0.2185,0.2812
HE671072,90000,40000,140000,42047,907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE671070,50000,0,100000,50023,13404,0.563,0.6289,0.3975,0.6116,0.58,0.5191,0.4966,0.0124,0.5124,0.4733,0.6956,0.4416,0.553,0.5184,0.7376,0.4374,0.3659,0.5723,0.0154,0.6947,0.6584
HE671070,70000,20000,120000,70057,13580,0.6227,0.663,0.4302,0.6433,0.6239,0.5283,0.5204,0.0308,0.522,0.496,0.7591,0.4511,0.5483,0.5173,0.789,0.4309,0.374,0.635,0.0107,0.752,0.73
HE671070,90000,40000,140000,90001,12954,0.63,0.6654,0.4602,0.6486,0.6323,0.5156,0.5317,0.036,0.5361,0.5115,0.7608,0.47,0.562,0.5318,0.7868,0.4605,0.3952,0.652,0.0062,0.7496,0.7297
HE671070,110000,60000,160000,110005,14924,0.6073,0.6382,0.4578,0.6208,0.6061,0.4494,0.4856,0.0403,0.4813,0.4599,0.7012,0.4295,0.4891,0.4624,0.7228,0.4023,0.3454,0.5772,0.0153,0.6778,0.6635
HE671070,130000,80000,180000,120131,12428,0.5903,0.6244,0.4488,0.5824,0.5746,0.4334,0.415,0.0425,0.4039,0.385,0.685,0.3711,0.364,0.3392,0.7061,0.2914,0.2535,0.5639,0.0148,0.6326,0.6242
HE671070,150000,100000,200000,130130,9386,0.4975,0.5629,0.3975,0.4886,0.4837,0.4179,0.3699,0.0303,0.2631,0.246,0.5651,0.3562,0.2404,0.2167,0.6117,0.1682,0.1388,0.489,0.0188,0.4913,0.4863
HE671070,170000,120000,220000,140132,6543,0.3474,0.4725,NA,0.3878,0.3679,0.3858,0.3196,NA,0.2128,0.1521,0.3521,NA,0.2366,0.1936,0.4538,0.1595,0.0867,0.3459,0.0262,0.2988,0.276
HE671070,190000,140000,240000,150129,3953,NA,NA,NA,0.4061,0.3749,0.3915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0393,0.3175,0.2986
HE671070,210000,160000,260000,160129,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE671068,50000,0,100000,19558,4948,0.3748,0.5695,NA,0.4753,0.4551,0.4346,0.5023,NA,0.3929,0.38,0.5612,NA,0.4326,0.3398,0.7276,NA,NA,NA,0.0031,0.5775,0.5695
HE671068,70000,20000,120000,29558,1976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE671066,50000,0,100000,14251,6910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.016,0.0103,0.0548,NA,NA,NA,-0.0292,-0.0056,-0.0153
HE671066,70000,20000,120000,24162,2155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE671064,50000,0,100000,23892,8129,0.3376,0.436,0.2482,0.3942,0.415,0.337,0.3179,0.049,0.2904,0.2936,0.283,0.2597,0.1847,0.1971,0.2173,0.2311,0.2351,0.1974,-0.0059,0.0766,0.0829
HE671064,70000,20000,120000,33893,4213,0.4644,0.4663,NA,0.3791,0.4181,0.3224,0.3651,NA,0.3033,0.302,0.3138,NA,0.1607,0.149,0.1901,NA,NA,NA,7e-04,0.0901,0.1015
HE671064,90000,40000,140000,43895,933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE671062,150000,100000,200000,191409,2897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE671062,170000,120000,220000,201404,5523,0.4416,0.4415,NA,0.3274,0.3964,0.2552,0.3296,NA,0.2455,0.2927,0.468,NA,0.1904,0.2128,0.4576,NA,NA,NA,-0.0028,0.2787,0.3588
HE671062,190000,140000,240000,211406,7766,0.4557,0.4877,0.4068,0.3607,0.4186,0.2848,0.3246,0.0347,0.2316,0.2712,0.4295,0.3372,0.1987,0.204,0.4559,0.1974,0.2419,0.397,-0.0036,0.2599,0.3393
HE671062,210000,160000,260000,221405,10272,0.4359,0.481,0.3927,0.3677,0.413,0.2932,0.3288,0.038,0.2473,0.2868,0.4087,0.3287,0.1966,0.1984,0.4338,0.2042,0.2376,0.3777,0.0027,0.235,0.3125
HE671062,230000,180000,280000,231307,15162,0.3433,0.4471,0.3148,0.3364,0.3626,0.2747,0.2945,0.022,0.2138,0.2358,0.3439,0.3032,0.1817,0.179,0.391,0.1711,0.1891,0.3239,-0.0025,0.2149,0.2656
HE671062,250000,200000,300000,244026,13203,0.2989,0.4467,0.2948,0.3401,0.3485,0.2737,0.269,0.0198,0.1916,0.1963,0.2933,0.2921,0.1713,0.1618,0.3642,0.1645,0.1676,0.2934,0.0026,0.1993,0.2387
HE671062,270000,220000,320000,254007,10577,0.2751,0.4507,0.2733,0.338,0.3388,0.2838,0.2683,0.0082,0.1938,0.2033,0.2622,0.2802,0.1719,0.1589,0.3409,0.1504,0.1524,0.2588,-1e-04,0.1698,0.1985
HE671062,290000,240000,340000,264017,8334,0.199,0.401,0.1988,0.3054,0.2915,0.2641,0.2568,0.0108,0.1936,0.2012,0.2398,0.2635,0.157,0.153,0.2988,0.1387,0.1309,0.2282,0.0015,0.1558,0.1655
HE671062,310000,260000,360000,273998,5828,0.141,0.3855,NA,0.2728,0.2526,0.2424,0.2204,NA,0.1504,0.1399,0.2014,NA,0.1472,0.1438,0.2877,NA,NA,NA,-0.0077,0.1648,0.1445
HE671062,330000,280000,380000,284185,938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE671060,50000,0,100000,50692,17414,0.1604,0.3845,0.1187,0.3209,0.3108,0.3639,0.2885,0.0501,0.2378,0.2292,0.3354,0.3424,0.172,0.1617,0.3375,0.2509,0.2535,0.3599,0.0089,0.1848,0.1803
HE671060,70000,20000,120000,70000,18104,0.1543,0.3939,0.1565,0.2898,0.2928,0.3323,0.3181,0.0591,0.2206,0.217,0.3104,0.3618,0.1565,0.145,0.3362,0.2038,0.2226,0.3274,0.0106,0.1658,0.1879
HE671060,90000,40000,140000,89639,18645,0.1496,0.3796,0.1568,0.2805,0.2782,0.3042,0.308,0.057,0.2064,0.2001,0.2822,0.3094,0.149,0.139,0.3084,0.1658,0.1778,0.2695,0.0047,0.1431,0.1682
HE671060,110000,60000,160000,110004,18910,0.1358,0.3552,0.138,0.2448,0.2554,0.2785,0.2822,0.0532,0.1807,0.1836,0.2601,0.299,0.1268,0.1222,0.2961,0.1616,0.1838,0.2598,-8e-04,0.133,0.1606
HE671060,130000,80000,180000,129995,19914,0.1171,0.3265,0.1413,0.2318,0.2375,0.2629,0.2799,0.0681,0.1829,0.1852,0.2278,0.2812,0.1098,0.1044,0.244,0.155,0.175,0.2421,6e-04,0.105,0.1167
HE671060,150000,100000,200000,150002,20137,0.1166,0.3328,0.1839,0.2498,0.2554,0.2708,0.281,0.0797,0.1924,0.1944,0.2225,0.278,0.0984,0.0928,0.2089,0.1619,0.1828,0.2224,-0.0016,0.0928,0.0996
HE671060,170000,120000,220000,170000,19066,0.1657,0.3563,0.1977,0.3213,0.315,0.2914,0.2572,0.0899,0.2137,0.2096,0.2482,0.2717,0.1114,0.0983,0.2172,0.2135,0.2155,0.2367,-0.0076,0.1467,0.1361
HE671060,190000,140000,240000,192070,17840,0.1653,0.3566,0.1945,0.3173,0.3196,0.3062,0.2647,0.0837,0.2196,0.223,0.2701,0.2901,0.1261,0.1056,0.2346,0.213,0.2262,0.2578,-0.0066,0.154,0.152
HE671060,210000,160000,260000,209736,17873,0.1712,0.3691,0.2065,0.3447,0.3471,0.3376,0.2668,0.081,0.2301,0.2319,0.283,0.2847,0.1142,0.0997,0.242,0.2175,0.224,0.2712,-0.004,0.1561,0.1614
HE671060,230000,180000,280000,229997,17732,0.1778,0.3839,0.2173,0.351,0.3505,0.3563,0.2581,0.063,0.221,0.2196,0.2895,0.2923,0.1192,0.1097,0.268,0.2165,0.2206,0.2861,0.0013,0.1821,0.1855
HE671060,250000,200000,300000,248640,16932,0.1901,0.3985,0.1905,0.3708,0.3584,0.3411,0.2538,0.043,0.2263,0.2167,0.2802,0.315,0.1318,0.1242,0.3014,0.2494,0.245,0.2992,0.0022,0.2111,0.2111
HE671060,270000,220000,320000,270001,16376,0.1382,0.4015,0.1682,0.3267,0.3182,0.3171,0.3199,0.0508,0.2342,0.2299,0.248,0.3439,0.1387,0.1359,0.3233,0.214,0.2158,0.2644,0.0087,0.1889,0.1909
HE671060,290000,240000,340000,290007,15988,0.1823,0.455,0.2601,0.3854,0.3735,0.3194,0.3293,0.0256,0.235,0.2321,0.2264,0.3532,0.1255,0.1124,0.3641,0.2307,0.2224,0.2605,0.0114,0.2418,0.2424
HE671060,310000,260000,360000,310151,15453,0.1837,0.4716,0.2491,0.3924,0.3759,0.3113,0.3307,0.0152,0.2314,0.2317,0.2337,0.3586,0.1322,0.0998,0.3921,0.2443,0.2308,0.2773,0.0059,0.276,0.2633
HE671060,330000,280000,380000,329999,15226,0.1848,0.4779,0.2456,0.408,0.3831,0.2922,0.3414,0.0143,0.2431,0.2419,0.2254,0.3573,0.1294,0.0915,0.3662,0.2485,0.2259,0.2596,0.0055,0.2683,0.2566
HE671060,350000,300000,400000,350288,15740,0.194,0.5008,0.2632,0.4163,0.3963,0.3258,0.3319,-0.0027,0.2229,0.2276,0.2441,0.3388,0.1282,0.0977,0.4232,0.2237,0.2051,0.2971,0.0156,0.3232,0.2933
HE671060,370000,320000,420000,370006,16970,0.1883,0.4664,0.249,0.3846,0.3865,0.342,0.2914,-0.0173,0.2028,0.2223,0.2685,0.2994,0.1062,0.0967,0.391,0.2024,0.2068,0.341,0.0131,0.3005,0.2915
HE671060,390000,340000,440000,390002,18539,0.1409,0.4089,0.1682,0.3252,0.328,0.3302,0.2714,0.006,0.2005,0.2188,0.2816,0.2696,0.1052,0.1107,0.3412,0.1866,0.1855,0.3265,0.0145,0.2537,0.2472
HE671060,410000,360000,460000,410012,18824,0.1389,0.3988,0.1799,0.3053,0.3104,0.3298,0.2855,0.0124,0.2038,0.2196,0.2924,0.291,0.1336,0.1476,0.3542,0.1653,0.1706,0.3248,0.0169,0.244,0.2461
HE671060,430000,380000,480000,430000,18970,0.1515,0.4708,0.2222,0.3676,0.3642,0.3207,0.351,7e-04,0.2601,0.2566,0.2968,0.4037,0.1397,0.1477,0.4472,0.2687,0.242,0.3656,0.0118,0.3124,0.3066
HE671060,450000,400000,500000,450000,17206,0.1647,0.4569,0.1901,0.3612,0.3486,0.3213,0.3743,0.0269,0.2829,0.2722,0.3327,0.4273,0.147,0.1501,0.442,0.2867,0.2437,0.384,0.0071,0.2985,0.2921
HE671060,470000,420000,520000,470000,16129,0.1743,0.4775,0.2114,0.4033,0.3572,0.3405,0.3971,0.0276,0.3105,0.2698,0.3413,0.4757,0.1604,0.1565,0.4498,0.3499,0.2718,0.3867,0.0057,0.3078,0.2686
HE671060,490000,440000,540000,490004,15941,0.1733,0.4983,0.1997,0.4182,0.3727,0.3449,0.4148,0.0375,0.3157,0.2746,0.3341,0.4789,0.1699,0.1695,0.4643,0.3401,0.2741,0.3631,0.002,0.3124,0.2602
HE671060,510000,460000,560000,510001,16733,0.1681,0.4793,0.1836,0.4164,0.3714,0.3268,0.3909,0.0386,0.3074,0.2689,0.3027,0.4411,0.1706,0.1635,0.4233,0.3378,0.2712,0.3426,0.0069,0.2884,0.2289
HE671060,530000,480000,580000,529999,16953,0.151,0.4102,0.147,0.3476,0.3086,0.3394,0.3408,0.0629,0.2656,0.2318,0.3064,0.3783,0.1894,0.1709,0.3416,0.2856,0.2348,0.3314,0.0125,0.179,0.1154
HE671060,550000,500000,600000,550000,18843,0.1254,0.3849,0.1501,0.334,0.2985,0.3216,0.3104,0.0454,0.2511,0.2166,0.2617,0.35,0.1744,0.1491,0.2697,0.275,0.2303,0.2921,0.0139,0.1318,0.079
HE671060,570000,520000,620000,570002,20165,0.133,0.3533,0.1456,0.3075,0.2927,0.3066,0.2778,0.051,0.2266,0.2089,0.2412,0.2854,0.1538,0.1324,0.2431,0.2162,0.1988,0.2569,0.0133,0.1186,0.0946
HE671060,590000,540000,640000,590000,19685,0.1455,0.3369,0.1469,0.2978,0.2751,0.2946,0.256,0.0352,0.21,0.1901,0.2344,0.2727,0.1414,0.123,0.2264,0.2158,0.1859,0.2657,0.0181,0.1224,0.1003
HE671060,610000,560000,660000,609997,19339,0.1513,0.3496,0.1463,0.3052,0.2846,0.2921,0.2582,0.0285,0.1981,0.1765,0.2483,0.2747,0.1243,0.1084,0.2947,0.1973,0.1707,0.2838,0.0185,0.1955,0.1723
HE671060,630000,580000,680000,630000,19636,0.1567,0.3353,0.1432,0.296,0.2849,0.2838,0.2446,0.0264,0.1845,0.1801,0.2345,0.2704,0.0907,0.093,0.2682,0.1919,0.184,0.2641,0.0151,0.1858,0.1699
HE671060,650000,600000,700000,641349,15967,0.1701,0.3386,0.1429,0.2917,0.2907,0.2771,0.24,0.0282,0.169,0.1724,0.2317,0.2689,0.0878,0.0966,0.2931,0.1808,0.186,0.2643,0.0145,0.1932,0.1899
HE671060,670000,620000,720000,651350,12027,0.1683,0.3399,0.1301,0.2772,0.2738,0.2677,0.2401,0.025,0.1626,0.1637,0.2495,0.283,0.0937,0.0997,0.3222,0.1833,0.1804,0.2873,0.0171,0.2163,0.2076
HE671060,690000,640000,740000,661347,8491,0.162,0.3517,0.1304,0.2854,0.2958,0.2715,0.2434,0.0282,0.1623,0.1688,0.2444,0.3015,0.1103,0.1096,0.3603,0.1951,0.2163,0.3022,0.0126,0.2377,0.2358
HE671060,710000,660000,760000,671355,4565,NA,NA,NA,0.2601,0.2722,0.2801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0013,0.109,0.126
HE671060,730000,680000,780000,681347,345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE671058,50000,0,100000,50618,10520,0.356,0.4517,0.3498,0.4754,0.4509,0.4345,0.4766,0.0617,0.5626,0.5234,0.5182,0.4425,0.5277,0.5017,0.5223,0.4818,0.4497,0.4502,-0.0072,0.1468,0.1048
HE671058,70000,20000,120000,69442,8352,0.6468,0.628,0.6302,0.6693,0.6631,0.6682,0.7304,0.0523,0.7492,0.7164,0.7184,0.7201,0.7825,0.762,0.7782,0.6934,0.6508,0.6621,-0.0135,0.2492,0.2116
HE671058,90000,40000,140000,89776,8399,0.6487,0.6489,0.61,0.7347,0.7341,0.7479,0.7838,0.0845,0.7966,0.7709,0.8007,0.7871,0.8425,0.8275,0.8576,0.7927,0.7558,0.7847,-0.006,0.3141,0.3075
HE671058,110000,60000,160000,110020,9479,0.6449,0.6556,0.6022,0.7081,0.7091,0.708,0.8008,0.0718,0.7677,0.7572,0.7749,0.7999,0.8196,0.8126,0.8343,0.7598,0.745,0.759,-9e-04,0.3681,0.3783
HE671058,130000,80000,180000,130085,11487,0.6333,0.6405,0.5845,0.6936,0.6997,0.6994,0.782,0.093,0.7613,0.7588,0.7714,0.7672,0.8024,0.7983,0.8118,0.753,0.751,0.7556,0.0031,0.3302,0.351
HE671058,150000,100000,200000,150135,12765,0.5665,0.5947,0.5161,0.6458,0.6588,0.6469,0.7316,0.0905,0.7058,0.718,0.7402,0.7268,0.7594,0.766,0.7784,0.7009,0.7181,0.7391,0.0057,0.4083,0.4316
